Unnamed: 0,User,CREATED_AT,LABEL,STEMMING WORDS,LIKE COUNT,FOLLOWERS COUNT,RETWEET COUNT
1208,1.48074E+18,1/11/2022 3:28,Entertainment,දශක ක තරුණ හඬ මෙරට ගීත සාහිත්යයට සිංග්රීසි ගීත ශෛලියක් එක් කරමින් ඔහු විසින් ගයනු ලැබු වේග රිද්මයේ ගීත ඒ ජනප්රියත්ව පත් වූයේ විචාරක නළල් තල රැලි ගන්වමිනි ඉන් ආරම්භ වූ සංගීත දිවිය ඊයේ පෙරේද මෙල්බර්න් නුවරදී නිමාවනතුරු ඔහු ආපසු හැරුණේම නැත,1,14,0
1209,1.4804E+18,1/10/2022 4:57,Entertainment,නැමැති ලෝ සුපතල රොක් සංගීත කණඩායමේ ගිටාර් වාදකයෙකු වන හැවිරිදි ජිමි පේජ් ගේ නවතම පෙම්වතිය වන්නේ හැවිරිදි ස්කාලට් සේබේ ය ඔවුන් දෙදෙනා අතර වයස පරතර අවුකි ජනප්රිය මුදල් හදල් ඇති වයසක ගිටාර් වාදකයෙකුට ආදරය ලබාගන්න ඕනා තරම් ගැහැණු ළමු ඇති බවට මෙය සාක්ෂි,2,370,0
1210,1.48015E+18,1/9/2022 12:28,Entertainment,ඩෙස්මන්ඩ් ද සිල්වා මහතා දී උපත ලැබූ අතර දී ගායකයෙකු ලෙස තම අනන්යතා ආරම්භ කරන ලදි එතුමා දී ඩෙස්මන්ඩ් ඇන්ඩ් ද ක්ලෑන් නමි ඔහුගේම සංගීත කණ්ඩායමක් ද ආරම්භ කරන ලදි,18,2595,0
1211,1.48002E+18,1/9/2022 3:14,Entertainment,ඉන් නොබෝ දිනක පසු ලන්ඩනයේ පැවති සංගීත ප්රසංග පැමිණි අමන්දා පාමර් වේදිකාවට ගොඩ වූයේ කිමෝනාවක් වන් ඇදුම සැරසීගෙනයවේදිකාවට පැමිණි ඇය ඩේලිමේල් වාර්තාකරු මෙහි සිටි දැයි විමසන අතර ඇගේ පලමු ගීතය ඔවුන් වෙනුවෙන් ගයන බව පැවසා ඇද සිටි ඇදුම ගලවා දමා නිරුවත වූවාය,15,3520,0
1212,1.48001E+18,1/9/2022 3:12,Entertainment,අමන්දා පාමර්ගේ තනපට ගැලවී පියයුරක් එලිය ආ පුවත අමන්දා පාමර්ගේ සංගීත ප්රසංගයක් තිබෙන බැවින් එංගලන්තයේ ග්ලැස්ටන්බරි නගරයේ උද්යාන එදාඉතා කාර්යබහුල වී තිබුනි මිනිසුන් පිරී තිබූ උද්යාන පරිශ්රය තුල මාධ්ය ආවරණ සදහා ද මාධ්යකරුවන් රැසක් කැමරා මනාගෙන බලා සිටි අතර,116,3520,17
1213,1.48239E+18,1/15/2022 16:25,Entertainment,කොහොම වෙන්නේ අංජලී මෙත්සරා ඒ නිසා සුබ පැතුම් පණිවිඩය දැන්මම පණිවිඩයක විදිහට නිකුත් කලා,2,1633,0
1214,1.48227E+18,1/15/2022 8:42,Entertainment,මෛත්රීපාල ටෝක්ස් දෙන්නේ නිකං මැන්ස් මාර ගේමක තනියම දිලා රටේ ජනාධිපති වෙලා ඊට වඩා ගේමක දිලා රට පාලනය කලා වගේ හැබැයි අපි නං ඌව පේන්නේ අලියා නැට්ටේ එල්ලි දිව්යලෝකේ ගිය ගමරාල වගේ විතරමයි,15,2515,1
1215,1.48219E+18,1/15/2022 3:31,Other,හැමදාම පොඩ්ඩක් සෞත්තු වෙද්දි විපක්ෂ බලවේග කියල නඩයක ඉන්න එකාටත් වැඩිය හරකෙක් උස්සං ඇවිත පුටුවෙන් තියනවා මේ පාර එහෙම ඕන නෑ එහෙම කලා කියලා සිද්ධවෙන අමුතු බක්කකුත් නෑ ඒ නිසා සජිත ගෙ සයිස් කියල පොට්ටුවො මඩ ගැහුව මට නම් ගානක්වත් නෑ,10,12225,0
1216,1.48218E+18,1/15/2022 2:56,Entertainment,පැය බාගය කලා මේ ඉන්ටර්නෙට් එකත් එක්ක කරන්න බෑ ඇත්තට අපි සසිනි නිසාදිට බනින එක වැරදී හෙන මහන්සි වෙනවා ඇති රී කනෙක්ට් කර කර,16,9224,0
1217,1.48203E+18,1/14/2022 16:40,Entertainment,තරු නැති රෑක දිස්වන සඳ ඉවුර තලා වැස්සෙයි පෙන බුබුලු නන්වා ඉවුරැ ගලා ගැස්සෙන මෝදු සිත අස්සෙන් මෝදුවෙලා සක්වල ගලත්නෙලුවා කැටයමෙන් කලා,12,7922,0
1218,1.48187E+18,1/14/2022 6:13,Entertainment,ඒ පැත්ත ගැන කියවද්දි මට මතක උනේ අපි අඹේවෙල කරපු පුහුණුවක් සතියක මීපිළිමාන ඉස්කෝලේ තමයි මුල්ම දවසේ නැවතුන ඊට පස්සේ මහ වැස්සේ කූඩැල්ලෝ කකා කැලේ ගොවිපලවල් මැදින් ඇවිද ඇවිදවෙඩි තියන් බිම පෙරලිලා නැගිටිනකොට මුළු ඇගේ ලේ වැක්කෙරෙනවා කූඩැල්ලෝ කලා,0,424,0
1219,1.48186E+18,1/14/2022 5:38,Entertainment,පොංගල් උත්සව කිරි ගවයන් ඉන්න හැම ගෙදරක තිබුන ආගම ජාතිය මොකක් උනත් කිරි ගවයන් වෙනුවෙන් චාරිත්ර කලා පොංගල් දිනට කලින් දා හර පට්ටිය ගව මඩුවට එහෙ කිව්වෙ එහෙම සෝදලා වටේ සුද්දකරලා පිරිසිදු කරනවා පට්ටියේ දොර දෙපැත්තෙ කෙසෙක් ගස් දෙකක් එක්ක උක් ගස් කීපයක් තාවකාලික හිටවනවා,4,39508,0
1220,1.48185E+18,1/14/2022 4:32,Entertainment,ඔයා පොල්කටු අයිටම් එකක් අරන් ගියානම් තරුණ විසසායකයෙක් ජනාදිපති තුමා තිළිණ දුන්නා කියලා නිවුස් ලයින් එකක් ගහගන්න තිබ්බා සබාපතිතුමවත් එක්කම් ගියානම් හොඳ නිව්ස් එකක් ගහ ගන්න තිබ්බා ප්රදේශයේ තරුණ විපක්ශ ක්රියාකාරී පිරිස් ද රජයට සහය පල කලා කියලා,1,9224,0
1221,1.48184E+18,1/14/2022 4:06,Other,මෙහෙ නම් වීදි සුනඛ වදසැත්ක රජයෙන් කලා ගිය මාසේ හැබැයි මේ පැත්තේ එහෙම දෙයක් කලාමයි ඔය,2,39508,0
1222,1.48152E+18,1/13/2022 6:54,Entertainment,මමත් ලඟදි බොහොම සිල්වත් ආරණ්යයක් කියලා හිතාගෙන පන්සලකට ලක්ෂ පහක් පුජා කලා ඊට සතියක පස්සේ පන්සල රුපියල් කෝටි ගානක පරිත්යාග කළා ආරක්ෂක අමාත්යාංශ අර සෑය විවෘත කරන්න,0,177,0
1223,1.48151E+18,1/13/2022 6:28,Entertainment,අපි ආණ්ඩුව හදන්න කෝටි ගණන් වියදම් කලා දැන් අපව අමතක කරලා ධනසිරි අමරතුංග,1,31736,0
1224,1.48123E+18,1/12/2022 11:38,Entertainment,ඔන්න නිවාඩුවකටඑකපොතක් විදියට මම මේ වතාවේ පොත් තුනක් වලින් කලා එයාල එකක් විදියට ගෙ අලුතින් එන එක නිල් කට්රොල් රතු ලිට්මස් සහ ෂර්ලොක් හෝම්ස් නැගෙනහිර සුළග තුනම එකට රු යි ලස්සනපොතක් ලස්සනපොතක්,12,4419,7
1225,1.48113E+18,1/12/2022 4:45,Entertainment,ටෙලි මෙඩිසින් පම්කක් දෙන්න කෝල් කලා ඩයලොග් එකෙන් ඊට කලින් අඩුගානෙ කොළඹටවත් හරිය සිග්නල් දියං කියලා තිබ්බා මම,66,11096,0
1226,1.48112E+18,1/12/2022 4:06,Entertainment,වසර දී හාවඩ් විශ්වවිද්යාලයේ විද්යාඥයෙකු වූ අපූරු පරීක්ෂණයක් කලා ඒ මීයන් තුන් දෙනෙකු වෙනම තැබූ ජල බඳුන් කට දැමීමෙන් ඔහු මේ මීයන් පිහිනා ජීවිය බේරා ගැනීමට දරණ උත්සහයට ගත වෙන කාලය මැන්නා පලවෙනි වටයේදී මීයන් එසේ කලේ විනාඩි යි ඊට පස්සේ උන්ව ගිලෙන්න ගියා,1,575,0
1227,1.48094E+18,1/11/2022 16:18,Entertainment,ලංකා මේ වගේම චිත්රපටියක් කලා වගේ මතක එකම දේ ඒ චිත්රපටියේ එකක් නොතිබුන නිසා ගොඩක් මිනිස්සුන් ගොඩක් දේවල නැති උනා,18,15494,0
1228,1.48094E+18,1/11/2022 16:10,Entertainment,ආස කරන සින්දුවක් ලස්සනට ප්ලේ කලා ශානා,2,1571,0
1229,1.48089E+18,1/11/2022 12:51,Entertainment,ගෝනි පුරා බඩු බාගෙ දමාලා ගෝනි පුරා බඩු බාගෙ දමාලා රෑ කල ඈත බලාලා ගාලෙ ලිහා ගොනුගේ කුසයේ ගිණි නිවමිනි උදය කලා,1,365,0
1230,1.48077E+18,1/11/2022 4:57,Entertainment,සන්නාම තානාපතිවරයා වන විසින් ඔවුන් මීට පෙර ප්රකාශ කර තිබූ අලුත අවුරුදු කෙටි චිත්රපට නිකුත් කලා,4,351,2
1231,1.48075E+18,1/11/2022 3:42,Entertainment,අර්බුදයේ චින්තනය සහ චින්තනයේ අර්බුදය සමකාලීන ටෙලි නාට්ය පිළිබඳ කතිකාව ජනවාරි අද දින සවස බස්නාහිර පළාත් සෞන්දර්ය හා කලා නිකේතනයේදී සංවිධානය වෙනසක තාරුණ්ය,7,2383,1
1232,1.48054E+18,1/10/2022 14:07,Entertainment,ජේසුනී ඔබ ඉස්සර වෙලා කුරුසියක් ගෙන ගමන් කලා පසු පසින් එන මා දෙස බලා සිනා සී මා සවිමත් කලා,0,848,0
1233,1.48053E+18,1/10/2022 13:15,Other,පම්පෝරි නම් එමට එක දෙයක් කරගන්න බැ හැබයි මම තමා පොර මම කලා නිලදාරීන් අවුල ඇමතිල උදව් කලේ නැ මේ නහයෙන් අඩන්නේ තියෙන විදායක ජනාදිපති කෙනෙක් කොමිසම කිව්වනම් අල්ලල දාපන්කො ඇතුලට රෙද්දෙ රෙවෙනකම් කැගහන්නෙ නැතුව,0,333,0
1234,1.48053E+18,1/10/2022 13:11,Entertainment,නියමයි දතට කරලා කොපු දාන් වෙනවා සනීපෙ උතුර අද එක පිරවීමක් කලා කඩවත රෝස්වුඩ් එකෙන් තමයි කලේ සෙනසුරාදා තව එකක්,1,894,0
1235,1.48052E+18,1/10/2022 12:53,Entertainment,ලගින් වැඩ කරන කෙනෙකු ටෙස්ට් එක කලා එක ආවේ එකෙන් පස්සේ,4,978,0
1236,1.48047E+18,1/10/2022 9:11,Entertainment,හායි ප්රෙන් මම ටික් ටොක් එකක් කලා,29,2171,1
1237,1.48036E+18,1/10/2022 2:21,Entertainment,මේක තමා ඊය අරන් ගිය කේක් එක රාගලට යද්දි ගෙ කෑලි නෑ නිදිමතේ කපන කේක් එකනෙ අකුරු අඩු උනාම මොකද කියල අරන් ගියා බැලුන් ටික පුම්බද්දි මතක උනේ ගැටගහන්න එකක් නෑනෙ කියල ඒකත් සපත්තුවෙ ලේස් එකේ ගැටගහල කෝම හරි රෑ ටම සර්ප්රයිස් වෙන්නම වැඩේ කලා,45,4483,0
1238,1.4802E+18,1/9/2022 15:34,Entertainment,දවසක අපිත් කියමු මෙහෙම හයියෙන්ම කෑගලාම ඒක ඇත්තට ලේසී උනේ නම් නෑ ඒක හරි අමාරු ගමනක කෝමහරි ඇවිදන් ආවා අපි ඒක කලා ඒ වචන වල හයිය එදා දැනේවී,0,32,0
1239,1.4802E+18,1/9/2022 15:21,Entertainment,මම වතාවක් රුපියල් එක්දාස් පන්සීයක විතර වියදම්කරගෙන ගිහින් ගෙදර යන එන බල්ලෙක්ගෙ තුවාලය සනීප කලා දැං මං ඉස්සරහම අපෙ තාත්තා ඒකාට කැටමුගුරු විසික් කරලා ගහල කුණුහරුප කිය කිය එලෝනවා අවුරුදු ක් වෙන අපෙ මහ උන්දැට මම කොහොම දෙවියනෙ හරි වැරදි කියාදෙන්නෙ,71,12225,0
1240,1.48017E+18,1/9/2022 13:35,Entertainment,ශ්රී ලාංකීය කලා ලොව විරුවන් දෙදෙනෙකු දිවියට සමුදෙයි,1,1241,0
1241,1.48017E+18,1/9/2022 13:30,Other,කාදිනල් උන්නාසෙ මොකැ කියන්නෙ අර චන්දෙ ලං වෙලා පාස්කු ප්රහාරය කලා කියලා සැකලු දැං ඔය රෙද්දවල් කියන්න හොදයැ,1,719,0
1242,1.48017E+18,1/9/2022 13:21,Other,පාස්කු ප්රහාරක හට දඩුවම් දුන්නා ලෝක දුෂිත දර්ශක අඩු කලා විනිවිදභාවය රටේ විදේශීය ණය වියදම් කරපු හැටි හෙළිදරව් කලා ටොප් ටෙන් හොරු හට දඩුවම් කලා බැදුම්කර හොරු හිරගෙදර යවලා ආර්ථිකය ශක්තිමත් කරලා ඩොලර බිලියන ගණනක ණය ගෙවලා ඉතුරු සල්ලි වලින් රට හදනවා පොහොට්ටු පක්ෂවහලුන්,1,1240,1
1243,1.48011E+18,1/9/2022 9:37,Entertainment,සාදු ට හිතුණා විශ්ව විද්යාලයේ පොඩි උන් සවුත්තු උනා කියල වියදම් කලා ගත්ත උස්සවයක් අගමැති ව ගෙන්නුවා ප්රසිද්ධිය වන්ද ගත්ත ඔන්න ලෙෆ්ට් උන නම්බුව ආපහු සාදු ලග,49,1147,4
1244,1.48011E+18,1/9/2022 9:23,Entertainment,ඊයේ ලස්සන පොතක ස්පේස් එකේ පුංචි මාතෘ කිහිපයක් කතා කලා මාශි මානසික නිදහස ගැන කතා කලා ඇත්තට මම හිතන්නෙ ත් පුද්ගලයෙකු ට හිතේ නිදහස මානසික නිදහස සැනසීම තරම් කිසිම දෙයක් වැදගත් නැහැ කියල ඒක මේ මිහිපිට පියවි සිහියෙන් ජීවත් වෙන හැමෝට දැනෙන ඇති,16,1147,0
1245,1.47986E+18,1/8/2022 16:51,Other,අද ජනවාරි මීට අවුරුදු හතක කලිං මේ රටවඩාත් ශිෂ්ඨත්වය වෙතගෙනයන්න කැමතිවෙච්ච මිනිස්සු ලක්ෂගානක් ඒවෙනුවෙන් දේශපාලන තෝරාගැනීමක් කලාඒත් ඒහරහා බලයගත්ත දේශපාලකයො මිනිස්සුංගෙ බලාපොරොත්තු විනාසකලා ඒ කම්පාවනිසා ශිෂ්ඨත්වයට යනඑකේ අපහස බව තේරුම් ගත්තු මිනිස්සුම පස්සෙ අශිෂ්ඨත්වය තෝරගත්තා,23,2709,2
1246,1.47985E+18,1/8/2022 16:15,Other,සර් හොඳ කරා නම් වැඩි ගානට ගෙනල්ල කොමිස් ගහන්න බැහැ නේද සහෝ යුද්දේ එක එක පවුලක ගොනු කලා වගේ එන්නත සාර්ථක වෙන්නේ සර් නිසා විතර නෙවෙයි සර් වෛද්ය විශේෂඤවරු සහා අනිත් විශේෂඤයින් දිපු උපදෙස පිලිපැදපු නිසා සහෝ,1,97,0
1247,1.47984E+18,1/8/2022 15:57,Entertainment,යන්න හොඳ නෑමෙයාලා කියන විදිහට දේශීය විකල්ප වලින් ගොඩ දාන් ඕනේ ගිහිල්ලා මේ වලෙන් පොඩ්ඩක් එලිය ආවොත් ආයෙ එකට බනින්න පටන් ගන්නවාඅපි දේශීය ආර්ථිකය හදන්න තිබ්බා ඇවිල්ලා නැති කලා කියලා දැන් විවෘත ආර්ථිකයට බැන බැන සිරිමාවෝ ආණ්ඩුව ගැන හොඳ කියනවා වගේ,0,137,0
1248,1.47984E+18,1/8/2022 15:42,Entertainment,අර ෆැසිෆික් රිම් චිතරපටිය තියෙනෙවා නේහ් ඇයි ඒ යේගර් පයිලට් ලා ඕවර් කම්ප්ලිකේටඩ් නියුරල් මැශින් ඉන්ටර්ෆේස් එකක් පාවිච්චි කරන්නේ රොබෝව කන්ට්රෝල් කරන්න මං ඩිසයින් කලා නම් බැකෝ වල වගේ හයිඩ්රොලික් සිස්ටම් එකක් වගේ දාන්නේ ෆීඩ් බැක් ඩෑම්පින් එක්ක,33,9224,0
1249,1.47984E+18,1/8/2022 15:24,Entertainment,ඇයි ඔබතුමාට ඒක භාවිතා කරන්න බැරි ඔබතුමා මාව කලා කියලා මගේ හිතේ තරහ නෑ ඒත් සරල විසදුම තියෙද්දි සංකීර්ණ පියවර ගන්නේ ඇයි කියලා මට හිතෙන කොහොම උනත් ඔබතුමාගේ කැමැත්තක් කරන්න ඒපා කියන අයව මින් ඉදිරිය මම කරන්නේ නෑ සමාවෙන්න,0,123,0
1250,1.47982E+18,1/8/2022 14:32,Entertainment,ආණ්ඩු අතරින් වෙනස්ම ආණ්ඩුව මගේ ආණ්ඩුවයි මෛත්රීපාල අවුරුදු පහක් ලංකා පස්ස තල්ලු කලාකොරොනා හැදුනනම් එකාලෙ බඩුම තමා,10,44,5
1251,1.47979E+18,1/8/2022 12:29,Entertainment,කසකස්තාන් යාලුවෙක්ට කතා කලා ඒ පැත්තෙ මොකද්ද වෙන්නෙ කියලා දැනගන්න ඒක ගැන කියන්නෑ හැබැයි සෝශල් මීඩියා වල යන ඒවා විශ්වාස කරන්න එපා ලු,16,1839,0
1252,1.47979E+18,1/8/2022 12:13,Entertainment,මට මේ දෙ කියන්න ඕනෙ නෑඒත් මල්ලි මම කියන්නම්මම නම් ලංකාවේ නිදහස් අධ්යාපනය ට පිං සිද්ධ වෙන්න උපාධි දක්වා කෙලවර කලා වයස සංවර්ධිත රටවල් කට ගිහින් තියෙනවා එකෙන් තමයිමමත් ආවා මේ ගැටළුව දැන් උඩු දුවල ඉවරයිදැන් රට ගෙනියන්නේ මිනිස්සු කියලා තේරෙන ඇතිඑච්චරයි,2,37,0
1253,1.47978E+18,1/8/2022 11:29,Entertainment,අල පෙත්තක සේ සුසිනිදු සිත මගෙ ඔබ කොයින් දෝ සොරකම් කලා,2,2035,0
1254,1.47977E+18,1/8/2022 10:53,Entertainment,අවුරුදු ක් යුද්ධ කරල ප්රභාකරන්ට ලංකා බංකොලොත් කරන්න බැරිවුණ රාජපක්ෂලා අවුරුදු න් ඒකත් කලා වැඩකරන අපේ විරුවා,0,19,0
1255,1.47973E+18,1/8/2022 8:23,Entertainment,වයසක අංකල් කෙනෙක් ට වීල්චෙයාර් එකට නගින්න උදව් කලා පිංපොත,8,5879,0
1256,1.47971E+18,1/8/2022 7:21,Entertainment,මහබැංකු අදිපති කලා බුද්දී ලෝන් කරමුද බොරතෙල් නැවට බන්න විදියක් නැහැ හරි කරමු රටටඩොරල්ගෙනාපුමම,8,1361,0
1257,1.47971E+18,1/8/2022 7:15,Entertainment,ගිය අවුරුද්දට එපිට අවුරුද්දේ ටුවිටර් අවුරුදු කුමාරය කුමාරි තේරුවා අපිත් බැහැල වැඩ කලාකෝ බං මුන් අවුරුදු කුමාරි මාව බොලොක් කුමාරය මිසින්,10,1361,0
1258,1.48038E+18,1/10/2022 3:23,Entertainment,විවිධ වෘත්තික දැනුම හා කුසලතා මිනිස් වර්ගයේ දියුණුවට යොදාගන්නට එහි බාධා නෑ ඔබ ශ්රී ලංකා පැමිණ මෙවැනි විෂයන් ගැන දේශන පවත්වන එහිදී විරෝධතා මතුව නැද්ද මා මෙහි විත් සිටින්නේ ඇන්ජියෝ ප්ලාස්ටි බැලුන කැතීටරය සොයාගත ලාංකිකයා ලෙස නොවෙයි,6,414,0
1259,1.47984E+18,1/8/2022 15:55,Entertainment,මොන රටක් වත් තමන්ගේ රටට දායකත්වය වෙන උගත බුද්ධිමත් කුසලතා පූර්ණ සංක්රමණික ආපසු හරවලා යවන්නේ නැහැ මිත්රයා,1,706,0
1260,1.48271E+18,1/16/2022 13:49,Entertainment,අපි පද්මාවත් හි සහයක නළු කාර්යයට වගකිය ජිම් සාබ් කියවන්න සම්පුර්ණ වචන ගොඩවන්න රචනය ඩිල්ශානි චතුරි දාබරේ,0,185,0
1261,1.48132E+18,1/12/2022 17:45,Entertainment,එදා ඝාතක කල්ලි විසින් සැබෑ විප්ලව වාදීන් ඝාතන නොකරන්න නිර්ධන පංතිය කර මත රඟන්න නළු නිළි පිරිස් ඕන වෙන්නේ නෑ දැන් රටේ සැබෑ විප්ලව වාදීන්ගේ හිඟය නිසයි සමාජ වාදී විප්ලවය ප්රමාද වෙලා තියෙන්නේ මේවා කියද්දී අපි පිස්සුලු,0,84,0
1262,1.48077E+18,1/11/2022 5:29,Entertainment,එකම කාසියේ දෙපැත්ත ඒ ඒ පුද්ගලයා රුචිය අනුව කැමති වුවද කාසිය හදන්නේ එකම ලෝහයක් භාවිතා කිරිමෙනි මැතිවරණයේදී බෙදිලා බලය ඉල්ලන්නෙත් ඒ වගේම එකම නළු නිළියන්ය වෙනසක ඇත්තේ විපක්ෂයේ ඉන්නකොට පොලිස් චරිතය නිරූපණ කලවුන් බලය ගත් පසු හොරු චරිතය නිරූපණ කරයි පොහොට්ටු පක්ෂවහලුන්,1,1062,1
1263,1.48009E+18,1/9/2022 7:58,Entertainment,මාත් මේ කල්පනා කළේ නළු නිළියො ගැන වැඩිය නොදන්න මමත් ඌව සෑහෙන කල් ඉඳල දන්නවානෙ කියලා,2,131,0
1264,1.47973E+18,1/8/2022 8:14,Entertainment,සිංහල සිනමාවේ සටන් නළුවකු ලෙස නම දිනූ ප්රවීණ චිත්රපට නළු රොබින් ප්රනාන්ද මහතා අද උදෑසන අභාවප්රාප්ත වූයේය මිය යනවිට අසූ හතර හැවිරිදි වියේ පසුවූ ඒ මහතා වසර දෙකක ආසන්න කාලයක් පාකින්සන් රෝගය හේතුවෙ ප්රතිකාර ලබමින් සිටි බවද සමීප ආරංචි වාර්තා කර,0,8719,0
1265,1.47971E+18,1/8/2022 7:16,Entertainment,ප්රවීන නළු රොබින් ප්රනාන්ද අභාවප්රාප්ත වෙයි,0,30,0
1266,1.47971E+18,1/8/2022 6:53,Entertainment,ප්රවීන චිත්රපට නළු රොබින් ප්රනාන්ද මහතා අද උදෑසන අභාවප්රාප්ත වී තිබේ මිය යනවිට හැවිරිදි වියේ පසුවූ ඒ මහතා සිංහල සිනමාවේ අසහාය සටන් නළුවෙකි,3,2367,0
1267,1.48157E+18,1/13/2022 10:00,Entertainment,බොලිවුඩ් නිළි අනුෂ්ක ෂර්මා සහ ක්රීඩක විරාත් කෝලි දියණිය වාමිකා අඟහරුවාදා ඇගේ පළමුවන උපන්දින සැමරුවාය එහි උත්සවය පවත්වා තිබුනේ දකුණු අප්රිකාව දීය ඔවුන් දියණියගේ උපන්දින උත්සවවල පින්තූර සමාජ මාධය තුළ ටික වේලාවක හුවමාරු කර පසුව මකා දමා තිබුණි,0,8719,0
1,1.42E+18,7/29/2021 2:40,Other,හාමුදුරුවරු සියලූම පූජකයන්ගේ මානසික සෞඛ්යය සොයා බැලීමේ වැඩ පිලිවලක් ඕනේ,1,1433,0
1,1.42E+18,7/27/2021 10:40,Politics,ද්විපාර්ශවික එකඟතා ජන ජීවිත සෞඛ්යය මනාව ආරක්ෂා කරමින් හැකි ඉක්මණින් ආර්ථිකය,10,13898,0
1,1.42E+18,7/25/2021 20:56,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට යුරෝපීය රට වලට විසා නිකුත් නොකි,0,87,0
1,1.42E+18,7/25/2021 20:53,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට යුර,0,87,0
1,1.42E+18,7/25/2021 20:52,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට,1,87,7
1,1.42E+18,7/25/2021 20:52,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට යුරෝපීය රට වලට විසා නිකුත් නොක,0,87,2
1,1.42E+18,7/25/2021 20:50,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට යුරෝපීය රට වලට විසා නිකුත් නොකිර,0,87,3
1,1.42E+18,7/25/2021 20:49,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට යුරෝපීය රට වලට විසා නිකුත් න,0,87,0
1,1.42E+18,7/25/2021 20:48,Other,කරැනාකර චින නිෂ්පාදිත එන්නත ලබාගත් පුද්ගලයන් හට යුරෝපීය රට වලට විසා නිකුත් නොකිරීම,0,87,0
1,1.42E+18,7/24/2021 22:42,Other,ශ්රී ලංක ගුවන සේවය විශිෂ්ට සෞඛ්යය කළමනාකරණ වූ සම්මානය දිනා ගනියි,0,383,0
1,1.42E+18,7/24/2021 11:30,Other,ආසියානු නායකත්ව සම්මාන උළෙලේ ශ්රීලංකන් ගුවන සේවය විශිෂ්ට සෞඛ්යය කළමනාකරණ වූ සම්මානය දිනා ගනියි,0,23,0
1,1.42E+18,7/24/2021 4:41,Other,ශ්රීලංකන් ගුවන සේවය ආසියානු නායකත්ව සම්මාන උළෙලේ ආසියානු මානව සම්පත නායකත්ව සම්මාන කාණ්ඩ යටතේ විශිෂ්ටතම සෞඛ්යය කළමනාකරණ වූ සම්මානයෙන් පිදු ලබා ඇත,0,32,0
1,1.42E+18,8/1/2021 14:34,Sport,ඕක නං පට්ටපල් බොරු ක්රීඩා කරන්න ඔලිම්පික් තේරෙන්න ගහෙන් වැටෙනව වගේ කට්ටි නෙමෙයි ළම,1,854,0
1,1.42E+18,8/1/2021 14:32,Sport,ඊටත් කලින් ස්වභාවික වරණය තීරණය කරපු ගුණාංග ක්රීඩා වලට මුල කියලත් පේනවා,0,2146,0
1,1.42E+18,8/1/2021 12:54,Sport,හැට්ටකටු පැත්තකින් තියාපල්ලාකො ලංකා නමගිය ක්රීඩා පාසලක ළමයි එක්කලා ප්රැක්ටිස්වලට මට යන්න යෙදුණ ක්රීඩා පාසලක කිව්වම වෙන්නෙ රට වටේ ඉන්න දක්ෂයො ගෙනල්ල එක තැනක ප්රැක්ටිස් කරවන එක එහෙම වුණාම හරිය පහසුකම් එහෙම තියෙන්නෝන නෙ හරින,5,110,0
1,1.42E+18,8/1/2021 5:58,Sport,ඔලිම්පික් ක්රීඩා උළෙලේ පදක්කම් සටහනේ පෙරමුණ චීනය,0,201,3
1,1.42E+18,8/1/2021 5:38,Sport,ජපානයේ ටෝකියෝ නුවර ඔලිම්පික් උලෙල නිමාව දකින්න නියමිතව ඇත්තේ අගොස්තු වනදාය වනවිට තරගාවලියේ පදක්කම් උණුසුම මතුව පටන්ගෙන තිබෙයි චීනය ඉදිරියෙන් සිටින මළල ක්රීඩා තරග ඉදිරියේදී අවසන් වීමට නියමිත ඇමරිකාව පෙරමුණ ගැනීමට බලාපොරොත්තු,2,6740,0
1,1.42E+18,8/1/2021 5:15,Sport,පුදුම කට්ටක් කන්නෙ අපේ ඔලිම්පික් ක්රීඩක ක්රීඩිකාවො ක්රීඩා ඇමතිටත් පේන්න දැම්මෙ,11,47598,0
1,1.42E+18,8/1/2021 3:51,Politics,ක්රීඩා ඇමති ශ්රී ලංකාජපාන පාර්ලිමේන්තු මන්ත්රීවරුන්ගේ මිත්රත්ව කණ්ඩායමේ ලේකම් යුකෝ ඔබුචි හමුවක්,0,2269,6
1,1.42E+18,8/1/2021 3:43,Sport,බලද්දී හිතුනා හුඟ ක්රීඩා වලට මූලික වෙලා තියෙන්නේ නේද කියලා එහෙම බැලුවම වගේ ඒවා කොහෙන් පහත් උනාද මන්දා,69,2146,0
1,1.42E+18,8/1/2021 1:47,Sport,හැදුනොත් හොඳ කරන්න බැරි පිස්සුවක් තමයි ඔලිම්පික් ක්රීඩා බලන එක,5,3801,0
